Player Name,Unique ID,Player ID,Role,Date,Match ID,Season,Split,Event,Day,Stage,Round,Best of ,Game Number,Game,Team,Victory,OT,Extra Time,Arena,Closest to Ball_All Zones,Closest to Ball_Defense Zone,Closest to Ball_Neutral Zone,Closest to Ball_Offense Zone,Furthest from Ball_All Zones,Furthest from Ball_Defense Zone,Furthest from Ball_Neutral Zone,Furthest from Ball_Offense Zone,First man_All Zones,First man_Defense Zone,First man_Neutral Zone,First man_Offense Zone,Last man_All Zones,Last man_Defense Zone,Last man_Neutral Zone,Last man_Offense Zone,Left Side_All Zones,Left Side_Defense Zone,Left Side_Neutral Zone,Left Side_Offense Zone,Right Side_All Zones,Right Side_Defense Zone,Right Side_Neutral Zone,Right Side_Offense Zone,Ball Touches_All Zones,Ball Touches_Defense Zone,Ball Touches_Neutral Zone,Ball Touches_Offense Zone,Time on Ball_All Zones,Time on Ball_Defense Zone,Time on Ball_Neutral Zone,Time on Ball_Offense Zone,Behind Ball_All Zones,Behind Ball_Defense Zone,Behind Ball_Neutral Zone,Behind Ball_Offense Zone,Ahead of Ball_All Zones,Ahead of Ball_Defense Zone,Ahead of Ball_Neutral Zone,Ahead of Ball_Offense Zone,Average Ball Distance_All Zones,Average Ball Distance_Defense Zone,Average Ball Distance_Neutral Zone,Average Ball Distance_Offense Zone,Distance traveled_All Zones,Distance traveled_Defense Zone,Distance traveled_Neutral Zone,Distance traveled_Offense Zone,Distance traveled on ground_All Zones,Distance traveled on ground_Defense Zone,Distance traveled on ground_Neutral Zone,Distance traveled on ground_Offense Zone,Distance traveled in the air_All Zones,Distance traveled in the air_Defense Zone,Distance traveled in the air_Neutral Zone,Distance traveled in the air_Offense Zone,Distance traveled in low air_All Zones,Distance traveled in low air_Defense Zone,Distance traveled in low air_Neutral Zone,Distance traveled in low air_Offense Zone,Distance traveled in high air_All Zones,Distance traveled in high air_Defense Zone,Distance traveled in high air_Neutral Zone,Distance traveled in high air_Offense Zone,Average Speed_All Zones,Average Speed_Defense Zone,Average Speed_Neutral Zone,Average Speed_Offense Zone,Max Speed (82.8)_All Zones,Max Speed (82.8)_Defense Zone,Max Speed (82.8)_Neutral Zone,Max Speed (82.8)_Offense Zone,SuperSonic (80+)_All Zones,SuperSonic (80+)_Defense Zone,SuperSonic (80+)_Neutral Zone,SuperSonic (80+)_Offense Zone,Boost Speed (50-79)_All Zones,Boost Speed (50-79)_Defense Zone,Boost Speed (50-79)_Neutral Zone,Boost Speed (50-79)_Offense Zone,Drive Speed (1-49)_All Zones,Drive Speed (1-49)_Defense Zone,Drive Speed (1-49)_Neutral Zone,Drive Speed (1-49)_Offense Zone,Stopped_All Zones,Stopped_Defense Zone,Stopped_Neutral Zone,Stopped_Offense Zone,On Ground_All Zones,On Ground_Defense Zone,On Ground_Neutral Zone,On Ground_Offense Zone,In Air_All Zones,In Air_Defense Zone,In Air_Neutral Zone,In Air_Offense Zone,In Low Air_All Zones,In Low Air_Defense Zone,In Low Air_Neutral Zone,In Low Air_Offense Zone,In High Air_All Zones,In High Air_Defense Zone,In High Air_Neutral Zone,In High Air_Offense Zone,Average Boost_All Zones,Average Boost_Defense Zone,Average Boost_Neutral Zone,Average Boost_Offense Zone,Empty (0)_All Zones,Empty (0)_Defense Zone,Empty (0)_Neutral Zone,Empty (0)_Offense Zone,Low (0-33)_All Zones,Low (0-33)_Defense Zone,Low (0-33)_Neutral Zone,Low (0-33)_Offense Zone,Medium (34-66)_All Zones,Medium (34-66)_Defense Zone,Medium (34-66)_Neutral Zone,Medium (34-66)_Offense Zone,High (67-100)_All Zones,High (67-100)_Defense Zone,High (67-100)_Neutral Zone,High (67-100)_Offense Zone,Full (100)_All Zones,Full (100)_Defense Zone,Full (100)_Neutral Zone,Full (100)_Offense Zone,Boost Gained_All Zones,Boost Gained_Defense Zone,Boost Gained_Neutral Zone,Boost Gained_Offense Zone,Boost Lost_All Zones,Boost Lost_Defense Zone,Boost Lost_Neutral Zone,Boost Lost_Offense Zone,Boost Lost while SuperSonic_All Zones,Boost Lost while SuperSonic_Defense Zone,Boost Lost while SuperSonic_Neutral Zone,Boost Lost while SuperSonic_Offense Zone,Boost Lost while Max Speed_All Zones,Boost Lost while Max Speed_Defense Zone,Boost Lost while Max Speed_Neutral Zone,Boost Lost while Max Speed_Offense Zone,Boost Lost on Ground_All Zones,Boost Lost on Ground_Defense Zone,Boost Lost on Ground_Neutral Zone,Boost Lost on Ground_Offense Zone,Boost Lost in Air_All Zones,Boost Lost in Air_Defense Zone,Boost Lost in Air_Neutral Zone,Boost Lost in Air_Offense Zone,Boost Lost in Low Air_All Zones,Boost Lost in Low Air_Defense Zone,Boost Lost in Low Air_Neutral Zone,Boost Lost in Low Air_Offense Zone,Boost Lost in High Air_All Zones,Boost Lost in High Air_Defense Zone,Boost Lost in High Air_Neutral Zone,Boost Lost in High Air_Offense Zone,Passes Given_All Zones,Passes Given_Defense Zone,Passes Given_Neutral Zone,Passes Given_Offense Zone,Passes Received_All Zones,Passes Received_Defense Zone,Passes Received_Neutral Zone,Passes Received_Offense Zone,50/50s_All Zones,50/50s_Defense Zone,50/50s_Neutral Zone,50/50s_Offense Zone,Possession Losses_All Zones,Possession Losses_Defense Zone,Possession Losses_Neutral Zone,Possession Losses_Offense Zone,Interceptions_All Zones,Interceptions_Defense Zone,Interceptions_Neutral Zone,Interceptions_Offense Zone,Self Touches_All Zones,Self Touches_Defense Zone,Self Touches_Neutral Zone,Self Touches_Offense Zone,Score_All Zones,Score_Defense Zone,Score_Neutral Zone,Score_Offense Zone,Goals_All Zones,Goals_Defense Zone,Goals_Neutral Zone,Goals_Offense Zone,Shots_All Zones,Shots_Defense Zone,Shots_Neutral Zone,Shots_Offense Zone,Assists_All Zones,Assists_Defense Zone,Assists_Neutral Zone,Assists_Offense Zone,Saves_All Zones,Saves_Defense Zone,Saves_Neutral Zone,Saves_Offense Zone,Kills_All Zones,Kills_Defense Zone,Kills_Neutral Zone,Kills_Offense Zone,Deaths_All Zones,Deaths_Defense Zone,Deaths_Neutral Zone,Deaths_Offense Zone,Boost Lost When Demoed_All Zones,Boost Lost When Demoed_Defense Zone,Boost Lost When Demoed_Neutral Zone,Boost Lost When Demoed_Offense Zone,Avg Speed When Demoed_All Zones,Avg Speed When Demoed_Defense Zone,Avg Speed When Demoed_Neutral Zone,Avg Speed When Demoed_Offense Zone,Avg Speed After Killing_All Zones,Avg Speed After Killing_Defense Zone,Avg Speed After Killing_Neutral Zone,Avg Speed After Killing_Offense Zone,Avg Boost When Demoed_All Zones,Avg Boost When Demoed_Defense Zone,Avg Boost When Demoed_Neutral Zone,Avg Boost When Demoed_Offense Zone,Avg Boost When Killing_All Zones,Avg Boost When Killing_Defense Zone,Avg Boost When Killing_Neutral Zone,Avg Boost When Killing_Offense Zone,Small Pads Collected_All Zones,Small Pads Collected_Defense Zone,Small Pads Collected_Neutral Zone,Small Pads Collected_Offense Zone,Big Boosts Collected_All Zones,Big Boosts Collected_Defense Zone,Big Boosts Collected_Neutral Zone,Big Boosts Collected_Offense Zone,Overfill from Small Pads_All Zones,Overfill from Small Pads_Defense Zone,Overfill from Small Pads_Neutral Zone,Overfill from Small Pads_Offense Zone,Overfill from Big Boosts_All Zones,Overfill from Big Boosts_Defense Zone,Overfill from Big Boosts_Neutral Zone,Overfill from Big Boosts_Offense Zone,Boost Gained from Small Pads_All Zones,Boost Gained from Small Pads_Defense Zone,Boost Gained from Small Pads_Neutral Zone,Boost Gained from Small Pads_Offense Zone,Boost Gained from Big Boosts_All Zones,Boost Gained from Big Boosts_Defense Zone,Boost Gained from Big Boosts_Neutral Zone,Boost Gained from Big Boosts_Offense Zone
Dcln.,SSA-P-10087,Steam|76561198360259888|0,STARTER,2026-06-12T17:17:08.000Z,20260612-171708-2026-2v2-2v2-GSL-UQF-G2,2026,2v2,2v2,1,GSL,UQF,5,2,17,SYNTHESIS,FALSE,FALSE,0,Forbidden Temple,54,21,11,21,48,27,13,8,54,23,13,19,48,26,11,10,48,23,10,14,52,23,14,15,34,10,9,15,29,8,8,13,77,36,18,22,23,11,5,7,2058,2293,2229,1628,508622,231571,121376,155675,293939,136716,77610,79613,203491,90443,41485,71563,172416,78627,35624,58165,31075,11816,5861,13398,58,56,61,61,9,3,3,3,19,6,6,7,46,23,9,14,35,17,9,9,0,0,0,0,60,28,16,16,40,19,8,13,33,16,7,10,7,3,1,3,44,44,49,42,19,7,7,5,47,23,11,14,18,8,3,6,35,16,10,9,11,7,3,1,3250,1717,1131,402,3027,1391,570,1066,253,55,63,135,378,105,144,129,1575,654,359,562,1637,765,330,542,1347,640,282,425,290,125,48,117,6,2,1,3,7,4,2,1,9,4,2,3,4,1,2,1,7,2,1,4,11,3,3,5,529,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,44,21,25,25,13,11,1,63,49,9,5,333,169,159,5,1017,479,243,295,2167,1131,941,95
Dcln.,SSA-P-10087,Steam|76561198360259888|0,STARTER,2026-06-12T17:25:44.000Z,20260612-172544-2026-2v2-2v2-GSL-UQF-G3,2026,2v2,2v2,1,GSL,UQF,5,3,22,SYNTHESIS,TRUE,FALSE,0,DFH Stadium,56,24,14,17,45,26,11,8,49,19,12,18,52,31,14,7,63,33,16,14,37,16,9,11,37,16,9,12,34,13,8,12,81,43,22,17,19,7,3,9,1958,2210,2071,1375,469777,213132,128838,127807,266802,132186,80916,53700,193800,77163,45260,71377,148462,62160,33314,52988,45338,15003,11946,18389,53,49,58,57,6,2,2,2,12,4,5,4,39,17,10,12,48,28,10,10,0,0,0,0,61,33,16,12,39,16,9,14,29,13,6,10,10,3,3,4,53,58,50,45,13,5,4,4,35,14,10,11,23,12,5,6,42,23,10,9,15,10,4,1,2817,1469,698,650,2933,1362,688,883,181,68,83,30,268,75,94,99,1415,680,388,347,1689,699,381,609,1238,556,272,410,451,143,109,199,3,1,0,2,7,3,2,2,3,0,3,0,7,2,3,2,5,1,1,3,15,6,2,7,557,0,0,0,1,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,41,16,23,24,12,6,6,80,53,18,9,416,242,133,41,880,439,174,267,1984,958,467,559
Dcln.,SSA-P-10087,Steam|76561198360259888|0,STARTER,2026-06-12T17:33:55.000Z,20260612-173355-2026-2v2-2v2-GSL-UQF-G4,2026,2v2,2v2,1,GSL,UQF,5,4,27,SYNTHESIS,TRUE,FALSE,0,Utopia Coliseum (Dusk),53,16,15,22,49,29,13,8,56,17,16,23,46,27,12,7,44,22,12,11,56,22,16,18,26,8,5,13,26,7,6,13,74,35,20,20,26,9,8,9,1980,2304,2298,1272,479841,202106,138740,138995,281791,126489,86976,68326,188516,72654,49030,66832,157447,55737,41163,60547,31069,16917,7867,6285,56,54,61,57,7,1,2,3,17,5,5,7,42,19,13,10,41,19,10,12,0,0,0,0,62,29,18,16,38,15,10,13,31,12,8,11,7,3,1,2,52,49,55,54,12,4,5,4,32,14,9,9,28,15,7,7,39,15,12,13,10,3,4,3,3000,985,1304,711,2986,1283,786,917,301,69,116,116,285,62,85,138,1597,699,503,395,1550,613,402,535,1262,476,343,443,288,137,59,92,2,1,0,1,1,0,1,0,5,1,2,2,5,0,1,4,11,3,3,5,10,2,2,6,431,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,68,0,0,0,0,0,45,0,45,0,70,34,16,20,28,7,14,7,69,22,12,35,597,89,295,213,771,386,180,205,2203,611,1105,487
Dcln.,SSA-P-10087,Steam|76561198360259888|0,STARTER,2026-06-12T17:56:28.000Z,20260612-175628-2026-2v2-2v2-GSL-USF-G1,2026,2v2,2v2,1,GSL,USF,5,1,36,SYNTHESIS,FALSE,FALSE,0,Mannfield (Night),56,19,14,23,44,26,11,7,47,15,10,23,53,30,15,7,44,22,9,12,56,23,15,18,31,15,7,9,26,7,5,13,78,35,22,20,22,10,3,9,1832,2061,2031,1353,464472,194070,121350,149052,263264,115188,72022,76054,191198,74720,46899,69579,173601,74720,43383,55498,17597,0,3516,14081,55,50,59,59,7,2,2,3,17,6,5,6,39,16,10,14,44,24,10,10,0,0,0,0,62,30,16,17,38,16,9,13,34,16,8,10,4,0,1,3,46,47,50,44,17,8,5,4,43,19,9,14,22,11,6,5,36,15,10,10,9,4,3,2,2498,862,1046,590,2580,1044,637,899,156,49,36,71,312,91,90,131,1214,535,271,408,1541,642,366,533,1373,642,325,406,168,0,41,127,1,0,0,1,2,1,0,1,4,2,2,0,6,2,1,3,5,4,1,0,20,11,5,4,707,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,44,8,20,20,6,10,4,24,15,0,9,356,206,82,68,840,513,96,231,1644,394,918,332
Dcln.,SSA-P-10087,Steam|76561198360259888|0,STARTER,2026-06-12T18:04:11.000Z,20260612-180411-2026-2v2-2v2-GSL-USF-G2,2026,2v2,2v2,1,GSL,USF,5,2,44,SYNTHESIS,FALSE,FALSE,0,Forbidden Temple,56,27,12,17,46,24,11,11,48,15,10,22,54,36,12,6,61,27,14,20,39,22,9,8,29,11,10,8,22,8,5,8,72,41,18,14,28,8,5,14,2041,2142,2217,1788,455110,208614,112043,134453,240103,108361,58016,73726,204818,95205,51648,57965,165908,74615,43133,48160,38910,20590,8515,9805,53,50,59,57,7,2,2,3,13,4,4,5,42,19,10,12,45,25,9,11,0,0,0,0,58,28,13,17,42,21,10,11,32,15,8,9,10,6,2,2,43,41,49,44,17,8,4,5,48,25,10,13,21,11,5,5,31,13,8,10,11,6,4,1,2765,1002,1148,615,2804,1366,624,814,129,43,34,52,301,102,88,111,1320,569,251,500,1698,838,406,454,1296,609,333,354,402,229,73,100,2,0,1,1,4,1,1,2,5,2,1,2,8,4,2,2,7,6,1,0,11,5,4,2,572,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,76,0,0,0,0,69,0,0,69,66,34,8,24,27,9,13,5,27,15,2,10,696,262,271,163,765,393,94,278,2004,638,1029,337
Dcln.,SSA-P-10087,Steam|76561198360259888|0,STARTER,2026-06-12T18:12:35.000Z,20260612-181235-2026-2v2-2v2-GSL-USF-G3,2026,2v2,2v2,1,GSL,USF,5,3,52,SYNTHESIS,FALSE,FALSE,0,DFH Stadium,58,29,11,18,44,21,10,14,59,22,14,23,43,28,7,8,62,32,13,17,38,18,7,14,34,19,9,6,37,14,9,13,67,37,13,17,33,12,7,14,1814,1774,2134,1718,493439,228966,102303,162170,260403,136526,57704,66173,222037,88877,41955,91205,183126,64873,36574,81679,38911,24004,5381,9526,57,53,61,60,5,2,1,2,14,5,3,6,49,22,10,17,37,21,7,8,0,0,0,0,57,30,12,14,43,19,8,17,34,13,7,15,9,6,1,2,37,47,34,24,24,7,5,11,57,22,12,22,15,8,2,5,28,19,5,4,7,5,1,0,2589,1051,787,751,2590,1373,421,796,116,70,18,28,218,97,26,95,1172,604,246,322,1833,795,329,709,1429,530,288,611,404,265,41,98,3,1,0,2,2,1,0,1,3,1,2,0,9,4,2,3,8,5,1,2,14,8,5,1,438,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,46,46,0,0,80,77,82,0,0,0,0,0,32,0,64,0,71,37,9,25,22,10,7,5,19,19,0,0,387,275,80,32,833,425,108,300,1813,725,620,468
Dcln.,SSA-P-10087,Steam|76561198360259888|0,STARTER,2026-06-12T18:47:46.000Z,20260612-184746-2026-2v2-2v2-GSL-LSF-G1,2026,2v2,2v2,1,GSL,LSF,5,1,64,SYNTHESIS,TRUE,FALSE,0,Mannfield (Night),58,31,14,13,47,25,13,9,56,26,16,15,49,30,11,8,45,25,11,8,55,28,14,14,32,23,2,7,24,14,4,6,74,43,17,15,26,11,8,7,1897,1796,2103,1953,501689,248717,132988,119984,306049,159731,79272,67046,185000,83939,51124,49937,162348,74560,46632,41156,22652,9379,4492,8781,57,53,62,63,7,3,2,2,20,9,7,4,42,21,9,12,38,23,9,6,0,0,0,0,64,35,15,14,36,18,10,8,31,16,9,7,5,3,1,1,42,46,35,39,14,6,5,3,49,24,14,11,23,13,5,6,28,17,6,5,9,6,2,0,2685,1374,931,380,2737,1540,559,638,301,172,88,41,302,120,83,99,1642,876,394,372,1515,773,404,338,1308,663,363,282,207,110,41,56,3,1,0,2,1,1,0,0,5,3,1,1,5,4,0,1,12,8,1,3,14,11,1,2,763,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,41,25,20,23,12,9,2,38,16,0,22,405,312,49,44,994,476,300,218,1895,888,851,156
Dcln.,SSA-P-10087,Steam|76561198360259888|0,STARTER,2026-06-12T18:56:15.000Z,20260612-185615-2026-2v2-2v2-GSL-LSF-G2,2026,2v2,2v2,1,GSL,LSF,5,2,69,SYNTHESIS,TRUE,FALSE,0,Forbidden Temple,53,14,18,20,49,28,13,9,53,17,15,21,49,25,16,8,42,16,15,10,58,25,15,19,26,6,8,12,31,12,6,13,76,32,25,18,24,9,5,11,2083,2516,2007,1653,461379,176706,145207,139466,275980,113613,89356,73011,176537,60740,53509,62288,141242,51587,40754,48901,35295,9153,12755,13387,54,50,59,57,7,1,3,3,16,3,8,5,39,17,11,12,44,21,12,11,0,0,0,0,63,28,19,16,37,13,11,13,28,11,8,9,9,2,3,3,39,40,49,31,17,5,6,7,50,20,12,18,26,12,8,7,24,9,10,4,6,3,3,0,2717,831,1088,798,2900,1033,789,1078,224,16,103,105,277,60,108,109,1491,565,388,538,1518,539,465,514,1143,434,333,376,375,105,132,138,4,0,1,3,5,3,1,1,5,0,4,1,9,4,3,2,9,2,5,2,9,3,1,5,814,0,0,0,4,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,2,0,0,2,22,0,0,22,54,0,0,54,83,0,83,0,11,0,0,11,0,0,0,0,99,51,19,29,22,5,12,5,23,23,0,0,428,114,287,27,1165,589,228,348,1772,386,913,473
Dcln.,SSA-P-10087,Steam|76561198360259888|0,STARTER,2026-06-12T19:05:12.000Z,20260612-190512-2026-2v2-2v2-GSL-LSF-G3,2026,2v2,2v2,1,GSL,LSF,5,3,74,SYNTHESIS,FALSE,TRUE,36,DFH Stadium,43,14,9,20,56,31,16,9,46,12,11,23,53,33,15,6,53,23,15,16,47,23,11,13,21.43,12.5,4.46,4.46,23,14,4,5,68,35,20,13,32,11,5,15,2394,2647,2823,1773,492149.11,208030.36,122280.36,161838.39,289941.96,145418.75,70853.57,73669.64,192091.96,59091.96,49033.04,83966.96,164536.61,51163.39,44702.68,68670.54,27555.36,7928.57,4330.36,15296.43,58,53,60,67,9,3,2,4,22,8,5,8,43,17,11,16,34,19,10,4,1,1,0,0,64,34,16,15,36,12,9,14,31,11,9,11,5,1,1,3,40,44,41,34,14,4,6,4,53,22,14,17,19,9,4,6,27,14,7,6,6,3,2,1,3156.25,1530.36,991.07,634.82,3077.68,1252.68,661.61,1163.39,296.43,167.86,38.39,90.18,354.46,118.75,72.32,163.39,1728.57,752.68,402.68,573.21,1433.04,483.93,391.07,558.04,1231.25,423.21,354.46,453.57,201.79,60.71,36.61,104.46,5.36,4.46,0,0.89,1.79,0.89,0,0.89,4.46,0.89,3.57,0,7.14,4.46,0.89,1.79,9.82,5.36,1.79,2.68,3.57,2.68,0,0.89,358.04,0,0,0,0.89,0,0,0,4.46,0,0,0,0,0,0,0,0.89,0,0,0,2.68,0.89,0,1.79,2.68,1.79,0.89,0,108.04,108.04,0,0,54,50,63,0,77,82,0,75,40,61,0,0,45,48,0,44,86.61,52.68,8.93,25,23.21,9.82,8.93,4.46,31.25,31.25,0,0,241.96,41.07,179.46,21.43,1008.04,600.89,107.14,300,2079.46,941.07,713.39,425
Dcln.,SSA-P-10087,Steam|76561198360259888|0,STARTER,2026-06-12T19:12:48.000Z,20260612-191248-2026-2v2-2v2-GSL-LSF-G4,2026,2v2,2v2,1,GSL,LSF,5,4,77,SYNTHESIS,FALSE,FALSE,0,Utopia Coliseum (Dusk),43,23,9,11,58,38,13,7,44,21,10,13,57,40,12,5,61,37,13,11,39,23,9,8,27,16,5,6,20,10,6,4,79,48,18,13,21,12,4,6,2197,2225,2646,1829,441603,250949,100873,89781,269832,170996,55239,43597,162002,76332,42475,43195,133585,67959,31786,33840,28417,8373,10689,9355,52,50,59,58,4,1,1,1,12,4,4,4,39,24,7,8,49,32,10,7,0,0,0,0,65,43,12,10,35,17,10,8,28,15,7,6,7,2,3,2,43,45,43,40,17,7,4,5,50,28,12,10,18,13,3,2,32,19,7,7,6,4,1,0,2044,1170,713,161,2096,1140,492,464,142,37,54,51,173,53,59,61,1001,574,207,220,1402,686,404,312,1105,595,274,236,297,91,130,76,3,1,1,1,1,1,0,0,4,1,2,1,1,1,0,0,7,5,0,2,16,11,1,4,886,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,81,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,88,58,15,15,16,8,8,0,48,34,10,4,374,183,191,0,1008,662,170,176,1226,617,609,0
Dcln.,SSA-P-10087,Steam|76561198360259888|0,STARTER,2026-06-12T19:20:32.000Z,20260612-192032-2026-2v2-2v2-GSL-LSF-G5,2026,2v2,2v2,1,GSL,LSF,5,5,78,SYNTHESIS,FALSE,FALSE,0,Champions Field,51,20,13,18,49,25,15,9,46,15,12,19,54,30,16,8,46,23,15,9,54,22,13,18,23,7,4,12,24,8,6,10,78,38,23,16,22,7,5,10,2032,2187,2415,1497,470443,198703,137460,134280,270895,123948,89369,57578,191075,71390,46353,73332,160062,63823,36063,60176,31013,7567,10290,13156,55,52,61,58,5,1,2,3,12,3,5,4,46,20,12,14,42,22,11,9,0,0,0,0,61,29,19,13,39,16,9,14,32,14,6,12,7,2,2,2,39,44,45,26,24,10,5,9,54,23,14,18,16,6,4,5,30,16,10,4,10,6,3,0,2725,1294,902,529,2725,1138,736,851,91,37,44,10,221,31,83,107,1284,505,387,392,1635,689,354,592,1345,598,262,485,290,91,92,107,6,1,1,4,5,0,2,3,10,2,1,7,4,1,1,2,7,4,1,2,4,2,0,2,572,0,0,0,1,0,0,0,8,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,42,25,26,19,8,8,3,37,25,12,0,213,11,160,42,1079,479,288,312,1687,789,640,258
devour,SSA-P-10213,Steam|76561198263072484|0,STARTER,2026-06-12T17:06:18.000Z,20260612-170618-2026-2v2-2v2-GSL-UQF-G1,2026,2v2,2v2,1,GSL,UQF,5,1,6,LEWANDOSKI & MODRIC,TRUE,FALSE,0,Mannfield (Night),57,24,12,21,44,21,13,10,59,19,15,25,42,26,9,7,48,24,11,12,52,20,13,19,26,13,6,7,33,15,6,12,77,36,19,22,23,7,6,10,2097,2254,2649,1628,465658,202198,109936,153524,276755,115715,72334,88706,179397,82239,35691,61467,156221,73053,32997,50171,23176,9186,2694,11296,55,55,58,57,7,2,1,4,19,8,4,7,40,18,9,13,40,18,11,12,1,0,0,0,63,27,17,19,37,17,8,13,33,15,7,11,5,2,0,2,43,45,54,36,18,5,4,9,47,20,11,16,18,9,2,7,34,14,12,8,9,5,4,1,3001,1206,1031,764,3094,1386,569,1139,273,98,40,135,305,106,44,155,1583,650,334,599,1532,701,315,516,1338,609,296,433,194,92,19,83,5,0,3,2,6,4,1,1,1,0,0,1,8,6,1,1,6,2,2,2,9,5,2,2,377,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,32,14,15,20,8,7,5,10,10,0,0,185,87,54,44,722,374,168,180,1815,713,646,456
devour,SSA-P-10213,Steam|76561198263072484|0,STARTER,2026-06-12T17:13:50.000Z,20260612-171350-2026-2v2-2v2-GSL-UQF-G2,2026,2v2,2v2,1,GSL,UQF,5,2,13,LEWANDOSKI & MODRIC,TRUE,FALSE,0,Forbidden Temple,56,28,9,19,44,24,8,12,52,20,9,24,48,32,8,7,54,29,11,14,46,23,6,17,20,11,5,4,28,13,4,11,72,44,12,16,28,7,6,15,2121,2265,2409,1769,458895,233005,83225,142665,284712,155700,54701,74311,165692,73512,27156,65024,146417,63273,26747,56397,19275,10239,409,8627,55,54,60,55,7,4,1,2,17,8,3,6,42,21,9,11,41,23,5,13,0,0,0,0,65,36,12,17,35,15,5,14,30,13,5,12,5,3,0,2,40,48,42,25,24,7,5,13,53,22,9,22,18,12,2,4,29,18,6,5,7,5,1,1,3200,1672,959,569,2964,1648,456,860,245,75,46,124,278,149,50,79,1832,1040,340,452,1401,616,214,571,1194,499,211,484,207,117,3,87,4,3,1,0,5,3,0,2,0,0,0,0,6,3,2,1,7,5,2,0,6,2,1,3,256,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,3,0,0,202,202,0,0,53,53,0,0,81,0,81,0,67,67,0,0,0,0,0,0,56,32,9,15,28,13,10,5,13,5,0,8,290,116,84,90,659,379,108,172,2510,1184,916,410
devour,SSA-P-10213,Steam|76561198263072484|0,STARTER,2026-06-12T17:22:23.000Z,20260612-172223-2026-2v2-2v2-GSL-UQF-G3,2026,2v2,2v2,1,GSL,UQF,5,3,20,LEWANDOSKI & MODRIC,TRUE,FALSE,0,DFH Stadium,48,27,11,10,53,26,14,13,44,18,12,14,57,35,13,9,44,24,12,8,56,29,13,14,27,16,7,4,40,20,10,11,76,45,17,14,24,9,7,8,2174,2035,2570,2258,504840,258986,125244,120610,302282,153845,80222,68215,191507,99694,42148,49665,176988,85453,42148,49387,14519,14241,0,278,57,55,62,62,8,4,2,3,22,9,6,7,41,22,10,9,37,22,8,6,0,0,0,0,64,33,16,14,36,20,8,8,33,17,8,8,3,3,0,0,36,39,36,29,19,8,6,5,59,29,15,14,18,11,3,4,23,13,6,4,5,4,1,0,3297,1741,1084,472,3336,1975,672,689,219,118,47,54,349,159,77,113,2082,1077,502,503,1526,848,348,330,1407,731,348,328,119,117,0,2,5,2,1,2,8,4,2,2,2,0,2,0,7,5,1,1,3,3,0,0,9,5,3,1,651,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,4,0,0,0,1,0,0,1,1,1,0,0,85,85,0,0,48,48,0,0,83,0,0,83,85,85,0,0,67,0,0,67,81,40,19,22,24,12,10,2,8,8,0,0,128,70,58,0,964,472,228,264,2272,1130,942,200
